112,61.1,90.53,12.0,67.98,80.54,58.92,156
113,41.36,98.35,58.62,96.36,42.28,74.95,158
114,83.31,97.01,10.34,60.26,15.38,7.39,159
115,38.09,83.46,42.17,39.11,25.73,28.44,160
116,28.97,63.21,16.75,64.53,74.43,74.48,161
117,57.88,74.62,49.28,90.08,53.48,34.26,162
118,71.12,94.4,33.65,11.16,49.85,42.41,163
119,34.56,22.45,3.16,97.38,44.72,70.71,164
120,20.91,89.46,75.28,41.5,72.74,24.49,165
121,71.95,22.5,52.45,37.35,55.42,40.2,166
122,62.75,75.85,53.91,59.52,29.87,59.37,168
123,41.21,80.44,33.17,85.0,68.72,49.72,169
124,70.89,56.98,88.32,50.78,95.41,52.84,170
125,45.48,25.56,5.62,97.7,76.23,72.89,171
126,15.06,66.35,60.09,27.93,45.82,44.66,174
127,85.96,63.31,87.35,56.25,17.11,76.85,176
128,23.27,53.9,59.61,11.13,33.49,51.44,177
129,85.53,13.7,20.99,88.75,54.77,59.38,178
130,13.02,38.47,68.57,85.99,23.75,81.51,179
131,95.74,35.26,18.83,11.95,9.2,77.3,181
132,32.35,75.92,61.66,56.2,62.09,12.89,182
133,30.01,63.03,44.04,99.71,93.07,93.79,184
134,58.51,36.48,30.58,35.48,11.66,6.76,185
135,76.76,64.62,75.09,47.41,51.51,81.71,187
136,36.7,73.75,10.77,65.07,7.07,18.06,189
137,38.8,86.14,12.06,22.07,93.64,12.58,190
138,55.08,93.59,67.54,68.71,73.61,9.47,191
139,1.92,53.06,83.62,35.84,41.24,71.53,192
140,71.05,57.69,53.88,66.56,53.2,8.25,193
141,29.92,88.44,49.33,10.46,17.99,6.8,196
142,99.01,52.27,20.24,55.96,2.02,48.38,197
143,64.52,36.88,74.83,8.89,8.04,14.89,201
144,87.72,15.8,71.14,93.63,22.35,92.07,202
145,50.88,77.25,42.93,31.22,13.56,39.01,203
146,12.98,32.59,65.6,76.56,44.88,72.13,204
147,89.03,86.97,89.18,27.52,21.27,79.34,205
148,65.02,70.82,73.44,3.86,20.23,53.94,206
149,99.82,32.75,28.19,83.36,62.91,46.42,207
150,12.27,85.25,59.7,39.18,15.16,50.65,209
151,18.47,66.38,77.64,36.37,80.56,98.86,210
152,13.5,30.66,21.65,60.82,81.59,40.34,211
153,19.54,22.79,81.3,86.16,12.1,52.76,213
154,66.65,96.17,32.45,62.93,69.43,15.67,215
155,26.44,40.57,96.94,42.54,5.06,32.59,216
156,61.8,47.1,90.44,96.19,94.53,36.61,217
157,18.82,39.2,12.8,49.59,61.76,75.43,219
158,46.54,95.74,38.57,29.62,89.97,38.09,220
159,31.16,5.8,79.67,37.16,22.2,83.63,223
160,97.81,76.32,22.39,14.99,79.83,16.74,224
161,97.62,6.49,69.72,20.48,22.78,63.03,225
162,73.54,41.91,63.96,79.95,40.19,13.6,227
163,32.18,24.29,45.7,34.53,54.39,94.25,229
164,43.4,73.26,99.03,91.15,8.04,38.24,232
165,38.63,52.47,3.32,3.36,1.55,75.56,233
166,99.58,46.73,73.57,70.16,87.3,28.23,235
167,65.39,57.88,53.02,15.68,56.75,18.04,237
168,61.7,11.7,86.86,54.44,19.87,83.69,238
169,6.07,89.87,28.54,12.67,28.8,42.47,240
170,23.51,19.86,86.06,24.38,22.0,77.45,241
171,4.99,4.16,34.06,79.25,29.48,43.5,243
172,64.01,77.78,62.42,82.06,97.54,62.32,244
173,20.93,69.92,95.11,63.8,87.71,50.1,245
174,60.36,85.06,20.21,39.95,31.14,34.29,246
175,75.2,94.6,27.56,15.36,66.16,38.17,247
176,35.39,95.69,75.75,68.61,17.67,30.16,249
177,91.0,95.8,76.81,75.68,37.08,85.98,250
178,36.3,48.25,64.53,63.56,81.84,27.49,251
179,75.06,54.61,4.29,40.18,49.77,26.41,252
180,59.07,83.42,63.07,14.59,41.67,29.73,253
181,88.09,83.32,79.54,2.98,57.7,8.2,255
182,75.41,59.12,35.05,14.19,18.14,34.39,258
183,51.63,41.49,90.62,50.06,29.58,20.89,259
184,20.62,86.63,48.33,18.19,49.96,68.44,260
185,57.42,31.29,88.09,66.75,12.61,98.25,262
186,19.52,50.78,36.72,11.76,97.95,24.47,265
187,96.73,57.89,38.81,55.69,39.69,47.4,269
188,58.29,5.55,42.99,20.51,33.09,34.5,270
189,46.24,42.25,13.15,67.3,64.88,63.71,271
190,25.72,13.86,3.45,2.77,14.37,92.57,272
191,40.33,74.57,52.57,71.18,11.43,57.22,273
192,77.55,70.26,72.77,83.0,13.87,83.23,274
193,22.11,95.3,32.54,32.3,4.09,21.43,275
194,58.9,0.3,72.23,78.24,53.63,10.95,277
195,67.4,64.15,29.7,57.47,93.49,15.94,278
196,2.66,33.11,41.71,40.58,81.44,87.83,279
197,90.22,8.84,60.71,19.42,45.37,11.35,280
198,52.0,46.92,79.98,9.46,96.72,67.09,283
199,26.62,84.64,51.91,86.22,9.17,97.35,285
200,6.15,99.71,35.38,77.49,71.06,95.96,290
201,67.07,65.3,65.98,18.9,89.66,59.37,292
202,72.55,37.66,74.25,35.04,50.08,32.76,293
203,51.78,21.1,89.92,68.64,83.68,32.27,295
204,77.62,13.18,92.27,60.28,87.3,71.06,296
205,89.0,61.0,95.19,8.46,40.86,4.88,297
206,83.37,35.79,60.81,55.23,17.64,83.61,299
207,27.04,1.28,14.3,97.2,37.37,81.85,300
208,73.09,43.08,59.12,65.93,49.14,78.36,301
209,61.2,35.38,21.24,90.46,96.99,56.45,302
210,80.68,9.43,61.68,99.29,11.92,94.0,304
211,22.26,63.16,52.36,73.73,59.48,96.03,305
212,53.93,89.7,47.19,79.52,79.54,79.4,307
213,45.86,71.56,4.08,29.25,1.86,85.24,309
214,30.03,45.29,54.52,78.3,56.47,38.46,311
215,73.33,42.88,85.41,48.35,12.27,74.86,312
216,45.43,8.83,71.72,20.25,22.58,63.6,313
217,95.57,13.25,86.06,75.44,93.99,91.34,314
218,57.76,84.63,6.06,91.04,99.53,62.9,315
219,16.94,90.14,55.52,95.57,25.9,25.85,316
220,71.53,19.18,75.55,84.2,18.79,9.88,317
221,94.26,88.99,34.63,66.57,69.92,88.52,319
222,54.59,27.41,83.92,25.55,3.7,2.11,321
223,35.81,52.95,42.45,69.16,79.64,73.77,323
224,8.76,89.0,56.15,7.44,54.92,3.88,324
225,2.57,99.76,97.34,32.78,51.44,86.68,325
226,69.34,12.43,62.62,23.8,41.57,68.4,326
227,55.16,77.77,78.21,24.75,35.61,81.1,327
228,27.38,70.58,8.21,40.49,11.36,3.59,328
229,67.85,59.82,45.67,39.34,0.24,41.12,330
230,25.41,46.92,25.67,24.5,51.96,54.74,331
231,21.82,88.61,89.39,79.87,95.88,78.04,333
232,24.21,7.27,44.46,87.74,59.32,62.33,334
233,10.44,0.02,62.36,60.39,5.05,87.3,335
234,84.03,36.89,81.48,68.21,63.06,66.25,336
235,54.5,81.64,31.93,9.31,35.08,13.99,337
236,97.39,99.67,13.59,78.4,82.72,38.79,339
237,54.91,65.16,51.28,48.52,16.08,46.56,341
238,67.26,13.33,48.7,76.5,52.64,63.12,342
239,81.94,23.78,52.02,7.14,62.01,95.84,343
240,7.4,66.53,64.66,98.92,93.3,27.79,344
241,42.03,79.24,21.4,90.07,10.92,47.85,345
242,28.2,53.49,22.94,69.81,67.65,62.87,346
243,2.74,72.43,42.87,44.28,15.23,58.6,347
244,37.54,3.67,25.09,14.93,91.47,35.26,348
245,18.6,0.74,85.12,87.46,32.59,85.58,351
246,30.44,3.68,71.89,4.71,28.85,29.96,356
247,66.39,31.47,91.82,83.17,1.96,41.52,357
248,52.18,35.42,14.75,49.17,16.95,6.22,358
249,69.86,58.52,81.3,65.22,14.3,52.01,362
250,77.32,15.69,19.36,49.31,50.81,25.96,363
251,20.9,73.55,3.66,72.08,50.68,76.45,364
252,30.75,91.75,75.69,61.8,20.67,98.01,366
253,4.39,61.99,58.63,9.42,56.85,91.12,367
254,1.26,32.87,76.55,68.55,47.52,8.64,368
255,20.23,17.7,35.39,83.88,69.37,2.15,375
256,47.6,1.36,34.75,85.87,50.42,98.65,376
257,67.1,87.92,8.42,84.99,46.42,64.27,379
258,59.92,13.68,0.11,83.46,47.89,69.31,380
259,70.95,56.05,27.94,33.74,18.92,47.86,381
260,29.38,12.35,73.13,16.62,48.7,80.29,382
261,65.68,20.37,52.22,65.18,99.78,44.03,384
262,95.06,21.99,38.07,17.94,31.69,56.95,385
263,54.29,19.62,79.37,48.88,4.89,77.32,387
264,93.81,31.85,87.68,14.96,38.96,94.53,388
265,56.82,94.68,10.46,92.5,71.27,82.53,389
266,60.34,76.0,46.66,82.3,63.89,83.7,390
267,48.8,30.74,52.34,69.53,76.64,4.36,391
268,85.19,95.75,72.35,22.02,18.22,44.11,392
269,32.34,30.33,26.24,5.08,68.58,23.68,393
270,37.47,93.86,84.17,25.84,35.08,21.67,394
271,3.38,1.63,80.59,33.18,73.32,21.22,395
272,12.05,93.01,56.7,43.67,3.77,43.11,396
273,85.26,85.89,7.63,31.33,27.9,9.6,397
274,31.49,20.71,77.81,20.51,88.48,98.14,400
275,34.5,89.92,7.04,35.33,41.43,74.15,402
276,17.85,62.59,3.65,31.15,44.38,32.97,403
277,40.48,63.48,46.61,49.5,63.46,63.33,404
278,88.46,52.09,28.22,12.33,44.61,96.18,406
279,86.35,97.42,74.49,34.41,67.0,5.23,407
280,10.8,42.32,88.47,82.91,64.63,3.07,408
281,37.44,75.62,41.94,10.98,54.25,20.97,409
282,27.33,84.92,0.03,85.67,28.04,47.22,410
283,47.42,97.11,22.78,11.62,83.86,66.11,411
284,89.75,73.07,93.06,31.43,63.55,19.52,413
285,60.37,70.35,51.45,23.07,8.87,4.53,414
286,38.38,59.33,61.58,71.6,92.18,92.73,415
287,81.92,50.44,34.27,55.4,6.24,98.54,416
288,7.51,47.33,57.01,72.9,21.02,97.32,417
289,26.77,55.61,8.26,52.22,39.36,95.12,418
290,39.77,16.99,72.3,10.71,46.07,65.57,419
291,22.1,50.93,1.66,18.0,57.61,92.46,421
292,23.61,76.54,73.25,39.01,24.97,94.03,422
293,80.7,77.16,11.9,34.39,14.0,72.04,423
294,43.14,61.5,0.02,23.14,21.09,66.94,424
295,79.31,12.12,90.39,43.84,17.98,59.14,425
296,74.41,40.31,98.49,70.2,84.59,83.86,426
297,25.95,4.01,88.17,70.33,27.37,24.88,428
298,6.56,27.26,70.85,43.53,83.51,56.5,429
299,14.89,90.0,12.58,39.52,45.73,46.39,430
300,96.61,77.22,71.64,33.05,2.85,56.06,431
301,25.2,66.65,54.91,98.57,22.88,90.02,433
302,31.78,7.04,40.88,22.27,71.34,19.78,434
303,85.86,56.41,28.58,41.01,38.17,59.3,436
304,94.93,2.49,93.92,86.09,94.53,80.96,437
305,63.98,20.65,64.42,69.79,12.22,8.8,438
306,37.05,88.49,10.94,24.1,41.54,58.88,439
307,23.7,13.45,51.77,72.79,63.52,21.59,440
308,55.71,2.45,50.15,73.16,35.77,38.32,442
309,71.44,60.04,85.42,50.41,91.07,49.22,443
310,97.18,51.53,38.01,63.38,59.71,83.31,444
311,15.58,6.82,44.42,22.28,87.1,36.6,445
312,11.25,71.54,69.91,81.72,23.35,96.57,447
313,58.42,44.74,98.29,12.34,21.98,51.88,449
314,65.46,51.81,78.82,33.05,44.64,71.05,450
315,69.78,11.09,44.53,62.37,52.04,29.13,453
316,1.47,15.05,14.95,81.87,79.04,7.98,454
317,13.83,35.52,87.43,9.6,15.41,91.25,457
318,44.31,94.06,99.22,25.07,75.62,1.53,458
319,74.48,70.31,54.01,42.26,19.99,46.82,459
320,86.33,33.06,85.31,65.57,96.2,52.63,460
321,35.06,18.3,5.35,89.74,76.81,83.52,461
322,11.05,13.44,6.27,2.79,24.49,50.12,463
323,92.54,83.46,31.93,63.36,73.88,31.54,466
324,32.57,89.2,18.68,47.5,32.07,80.04,468
325,46.03,85.44,84.54,13.92,72.77,15.21,470
326,48.63,60.15,44.07,62.36,31.46,41.64,471
327,32.89,59.11,43.45,98.39,29.86,1.63,472
328,49.9,49.19,42.78,29.42,73.17,19.34,474
329,5.3,97.7,26.52,37.89,42.5,93.7,476
330,7.97,93.98,28.91,30.75,59.49,65.97,477
331,36.79,2.56,91.18,48.17,40.01,61.87,479
332,30.61,44.4,39.78,8.94,40.83,45.19,481
333,94.26,95.34,86.19,6.71,62.8,41.51,482
334,68.1,4.91,9.9,35.68,86.97,23.66,483
335,98.21,46.55,5.85,67.07,1.86,27.41,484
336,62.06,16.85,56.45,87.68,12.99,49.45,490
337,65.2,60.01,23.83,78.67,50.02,64.68,491
338,80.48,92.93,37.72,34.28,83.06,8.92,492
339,38.42,91.19,36.38,48.09,23.75,9.79,493
340,23.33,75.47,31.42,99.96,9.29,60.27,494
341,76.42,73.33,77.48,31.18,93.21,28.97,495
342,82.0,60.09,40.62,18.02,41.49,48.02,496
343,2.93,95.84,38.55,94.47,70.83,69.86,498
344,69.79,9.29,10.87,47.77,19.78,38.42,501
345,76.17,13.43,86.81,69.58,89.64,70.06,503
346,64.85,45.29,58.24,51.74,24.58,91.35,504
347,15.5,92.9,98.78,80.62,58.35,56.83,505
348,41.37,92.21,19.65,41.06,3.06,26.97,506
349,55.71,52.08,3.61,20.67,40.81,21.4,507
350,27.29,17.35,36.72,76.06,40.16,31.78,508
351,27.73,44.08,85.99,7.84,27.89,62.96,509
352,70.4,18.93,53.81,6.53,97.87,32.12,512
353,32.76,37.16,29.83,56.95,80.17,83.82,513
354,80.3,45.47,91.77,16.17,40.06,57.35,516
355,59.97,0.0,43.57,98.8,50.68,65.59,518
356,9.76,39.9,36.49,26.91,11.25,97.98,522
357,43.64,29.63,60.44,61.34,84.94,60.24,523
358,70.83,85.74,35.49,93.74,0.57,52.08,524
359,43.0,60.38,41.16,9.12,71.41,20.24,526
360,40.92,6.53,61.03,19.54,64.57,85.22,527
361,90.45,22.75,1.4,47.12,98.27,29.58,529
362,87.6,70.18,48.4,64.96,49.65,71.5,530
363,42.38,12.37,66.78,19.44,81.68,96.0,531
364,48.65,5.15,36.57,83.34,5.04,57.2,533
365,20.12,21.64,57.86,2.36,59.95,94.52,534
366,21.3,64.57,80.81,39.23,6.45,45.84,535
367,69.52,80.79,55.18,89.7,84.54,39.16,536
368,93.79,91.7,1.29,85.15,63.85,67.94,538
369,44.84,54.62,84.56,0.58,96.69,50.36,540
370,97.78,27.67,76.42,29.95,36.66,62.35,541
371,19.86,83.88,61.59,46.57,35.23,78.11,543
372,12.0,91.76,17.24,48.54,2.02,3.22,544
373,38.6,55.32,81.03,2.7,28.67,68.98,547
374,71.68,6.15,91.73,6.71,35.72,29.73,548
375,30.1,74.04,30.53,71.92,13.95,53.58,550
376,82.67,85.39,1.09,19.0,3.31,62.57,551
377,82.3,5.38,13.72,45.45,45.11,50.03,552
378,57.53,43.21,33.37,40.44,56.94,79.75,553
379,87.68,19.97,30.69,96.12,93.2,86.91,554
380,35.77,34.39,45.22,37.02,75.78,39.05,556
381,30.11,84.21,5.35,33.05,51.49,16.54,557
382,17.29,2.84,82.05,49.66,60.4,75.04,558
383,0.14,95.59,49.98,89.52,20.73,85.88,559
384,48.58,73.47,63.76,93.47,41.22,78.61,562
385,38.56,72.55,23.92,31.19,32.02,77.73,563
386,33.73,0.32,40.16,54.19,49.67,55.88,564
387,83.09,95.55,56.13,47.26,27.82,92.68,566
388,67.33,96.82,20.46,39.87,98.18,67.35,568
389,22.67,83.09,92.17,84.14,55.15,88.69,570
390,74.78,32.2,26.07,87.73,54.72,38.46,573
391,18.59,60.15,88.78,53.89,24.35,16.28,574
392,61.63,21.67,24.95,95.44,87.07,28.3,575
393,96.28,69.15,76.66,48.09,63.98,16.31,576
394,98.38,76.28,41.86,44.15,92.0,80.23,577
395,47.86,83.2,85.5,77.66,71.03,52.06,578
396,5.21,69.66,16.09,70.28,76.83,86.71,579
397,61.49,95.45,47.1,68.17,44.27,28.37,580
398,21.66,15.0,33.97,64.66,93.27,55.32,583
399,36.57,99.6,48.94,99.15,8.28,46.74,584
400,80.21,37.93,13.3,88.64,19.25,28.91,585
401,56.28,61.57,28.55,8.46,36.35,51.83,588
402,94.5,51.99,38.9,10.92,55.52,64.87,591
403,24.89,91.26,56.76,15.64,56.3,23.09,592
404,12.15,42.0,14.59,12.6,65.33,80.22,594
405,76.35,59.33,95.78,47.53,1.85,95.8,596
406,10.45,22.99,97.7,11.69,83.24,34.23,597
407,56.32,38.52,90.23,37.72,38.75,48.02,598
408,36.82,73.98,2.78,55.44,30.11,37.47,599
409,43.91,81.53,56.46,20.57,47.38,53.47,601
410,19.17,94.24,90.79,28.44,69.54,13.03,603
411,59.08,14.06,35.15,44.07,68.93,89.7,604
412,9.84,16.78,36.98,55.98,98.84,43.96,606
413,48.22,18.83,28.87,43.1,73.46,5.14,607
414,30.74,58.71,78.14,55.78,61.5,95.18,608
415,55.68,36.01,42.73,55.45,21.53,3.08,609
416,21.66,47.69,57.17,10.93,59.32,43.37,610
417,32.22,86.38,47.41,13.55,59.7,58.58,611
418,70.02,52.18,15.57,99.16,56.65,77.39,612
419,75.34,57.81,59.53,32.48,81.33,57.98,613
420,90.84,57.01,44.21,2.95,33.46,36.73,616
421,36.73,66.8,61.99,2.02,12.94,95.18,617
422,96.28,63.65,36.28,60.87,69.49,47.37,618
423,72.78,22.32,46.02,96.21,81.82,1.71,619
424,4.69,51.0,33.16,50.26,45.63,59.81,620
425,94.44,41.75,27.89,41.28,64.47,59.83,621
426,20.01,10.9,29.01,63.09,19.46,7.97,622
427,38.36,84.99,59.0,96.04,68.71,94.19,624
428,27.81,95.0,96.12,52.68,6.7,86.29,625
429,37.5,6.49,44.11,29.41,24.49,23.29,626
430,42.72,76.65,19.74,81.34,25.6,64.05,627
431,40.49,82.05,93.21,40.3,19.61,78.14,628
432,37.11,63.74,28.62,79.72,52.02,15.64,631
433,95.93,75.58,54.33,19.7,48.8,89.67,632
434,37.53,51.99,1.4,42.73,95.72,45.58,633
435,77.44,10.84,89.44,46.49,7.56,95.25,634
436,8.24,86.47,40.05,44.89,99.33,14.21,635
437,60.26,8.86,69.44,19.47,29.07,63.63,637
438,52.17,85.89,53.89,93.58,78.23,27.62,639
439,48.69,1.64,62.89,36.29,26.55,9.3,640
440,19.27,28.59,44.07,79.18,28.3,31.76,641
441,86.8,59.41,56.29,30.25,75.42,96.95,642
442,91.0,57.56,84.07,35.66,89.96,34.12,643
443,26.48,28.03,52.65,63.14,15.25,80.46,644
444,42.2,27.63,85.77,20.91,15.66,65.54,646
445,36.77,73.52,81.81,55.02,31.93,78.53,648
446,89.04,24.08,61.03,80.16,39.42,22.82,652
447,89.26,64.95,76.32,38.1,33.07,39.06,654
448,86.93,11.62,34.72,40.9,53.28,9.28,655
449,62.52,23.03,83.31,48.29,67.07,52.01,656
450,23.01,11.06,72.85,52.66,75.9,5.44,658
451,5.41,6.15,40.25,26.82,93.58,16.63,659
452,43.95,50.03,56.38,1.37,86.76,18.81,660
453,58.82,79.83,83.68,63.56,12.98,22.72,661
454,49.65,7.87,15.38,70.13,36.16,29.6,662
455,89.31,51.96,91.17,78.77,98.49,32.3,667
456,15.58,48.75,57.8,6.02,2.86,76.83,669
457,84.6,13.97,27.91,61.01,45.67,23.35,671
458,46.4,26.8,87.68,56.77,3.29,79.65,672
459,84.93,35.32,31.36,45.16,49.54,49.29,673
460,1.73,9.09,75.43,40.56,16.53,32.78,674
461,25.08,7.93,52.26,46.0,94.01,18.27,675
462,5.51,45.36,1.1,21.4,71.26,97.07,677
463,44.79,26.85,91.04,4.92,68.41,77.26,678
464,86.17,10.24,90.32,37.79,85.21,61.71,679
465,17.88,33.42,92.32,13.88,46.58,16.25,681
466,53.3,63.23,7.63,71.5,48.28,55.94,684
467,68.76,21.79,29.25,91.0,29.2,20.6,685
468,95.83,63.01,65.73,51.9,65.54,18.56,686
469,40.64,24.27,16.94,40.56,88.97,4.28,687
470,97.96,80.3,68.26,68.3,21.67,9.79,688
471,35.04,25.56,40.13,30.75,90.31,24.35,692
472,94.84,98.22,76.87,84.07,61.58,5.31,693
473,81.9,3.88,40.06,98.05,80.91,49.83,695
474,94.29,30.55,70.73,2.51,1.93,91.37,698
475,62.99,55.05,58.47,66.36,6.77,99.22,699
476,98.15,94.66,39.99,98.13,90.8,64.79,701
477,61.34,65.85,73.74,5.39,78.64,58.31,702
478,7.01,27.8,19.66,51.1,36.3,59.73,704
479,48.94,70.71,10.55,76.92,94.22,72.94,705
480,97.1,19.27,59.57,56.21,92.04,71.52,706
481,58.78,36.09,9.78,92.09,54.36,71.84,707
482,72.1,59.69,60.13,79.7,40.22,81.97,708
483,0.34,1.17,52.06,7.24,88.83,4.67,709
484,6.3,80.41,31.86,55.73,83.94,96.3,711
485,83.76,82.67,97.52,82.62,58.63,31.12,715
486,61.55,52.21,99.35,71.08,29.62,61.8,716
487,68.22,28.01,60.97,32.64,36.21,2.23,717
488,93.91,85.03,50.04,42.44,67.26,74.8,718
489,60.57,79.92,49.35,24.66,50.83,68.41,721
490,19.0,92.29,57.81,44.09,93.1,52.17,724
491,61.97,49.65,72.97,72.55,62.69,40.23,725
492,74.94,93.43,65.35,47.5,20.21,66.43,726
493,3.76,96.66,23.5,90.73,67.9,70.39,727
494,2.57,42.9,58.74,1.95,46.78,73.81,729
495,27.93,87.0,90.81,56.01,65.59,41.97,730
496,20.27,33.44,80.76,43.94,35.85,17.4,732
497,10.25,7.98,0.21,41.85,1.07,66.52,733
498,26.25,83.66,72.65,84.56,38.23,62.97,735
499,10.95,58.98,10.09,30.21,20.73,24.75,736
500,12.14,81.28,70.77,36.26,74.28,91.39,737
