43,1996-01-27,04:25,FC2004,1996-01-27
44,1996-01-27,22:15,FC2004,1996-01-27
45,1996-01-27,04:12,FC2004,1996-01-27
46,1998-05-03,12:44,FC3000,1998-05-03
47,1998-05-03,08:13,FC3000,1998-05-03
48,1998-05-03,00:34,FC3000,1998-05-03
49,2014-01-31,20:53,FC3001,2014-01-31
50,2014-01-31,02:06,FC3001,2014-01-31
51,2014-01-31,23:16,FC3001,2014-01-31
52,2010-04-04,10:27,FC3002,2010-04-04
53,2010-04-04,15:12,FC3002,2010-04-04
54,2010-04-04,13:19,FC3002,2010-04-04
55,2004-07-18,03:35,FC3003,2004-07-18
56,2004-07-18,05:30,FC3003,2004-07-18
57,2004-07-18,18:28,FC3003,2004-07-18
58,2018-12-19,17:23,FC3004,2018-12-19
59,2018-12-19,02:48,FC3004,2018-12-19
60,2018-12-19,06:21,FC3004,2018-12-19
61,1999-06-16,02:24,FC4000,1999-06-16
62,1999-06-16,20:50,FC4000,1999-06-16
63,1999-06-16,04:00,FC4000,1999-06-16
64,1999-12-22,11:46,FC4001,1999-12-22
65,1999-12-22,00:18,FC4001,1999-12-22
66,1999-12-22,21:24,FC4001,1999-12-22
67,2007-06-22,11:05,FC4002,2007-06-22
68,2007-06-22,00:04,FC4002,2007-06-22
69,2007-06-22,13:54,FC4002,2007-06-22
70,1991-12-15,05:36,FC4003,1991-12-15
71,1991-12-15,14:38,FC4003,1991-12-15
72,1991-12-15,09:30,FC4003,1991-12-15
73,2013-05-21,14:06,FC4004,2013-05-21
74,2013-05-21,17:11,FC4004,2013-05-21
75,2013-05-21,14:50,FC4004,2013-05-21
76,1999-01-21,21:51,FC5000,1999-01-21
77,1999-01-21,19:33,FC5000,1999-01-21
78,1999-01-21,02:50,FC5000,1999-01-21
79,2009-11-16,10:30,FC5001,2009-11-16
80,2009-11-16,13:16,FC5001,2009-11-16
81,2009-11-16,06:22,FC5001,2009-11-16
82,2007-05-01,16:11,FC5002,2007-05-01
83,2007-05-01,12:06,FC5002,2007-05-01
84,2007-05-01,03:21,FC5002,2007-05-01
85,1992-02-22,16:25,FC5003,1992-02-22
86,1992-02-22,11:10,FC5003,1992-02-22
87,1992-02-22,11:22,FC5003,1992-02-22
88,1992-12-22,03:05,FC5004,1992-12-22
89,1992-12-22,20:28,FC5004,1992-12-22
90,1992-12-22,02:49,FC5004,1992-12-22
91,2010-08-15,13:14,FC6000,2010-08-15
92,2010-08-15,18:19,FC6000,2010-08-15
93,2010-08-15,20:19,FC6000,2010-08-15
94,2015-08-25,12:45,FC6001,2015-08-25
95,2015-08-25,12:16,FC6001,2015-08-25
96,2015-08-25,05:37,FC6001,2015-08-25
97,1999-09-29,01:39,FC6002,1999-09-29
98,1999-09-29,15:34,FC6002,1999-09-29
99,1999-09-29,19:34,FC6002,1999-09-29
100,2000-07-19,23:40,FC6003,2000-07-19
101,2000-07-19,22:48,FC6003,2000-07-19
102,2000-07-19,16:52,FC6003,2000-07-19
103,2017-11-07,11:16,FC6004,2017-11-07
104,2017-11-07,05:20,FC6004,2017-11-07
105,2017-11-07,07:06,FC6004,2017-11-07
106,2002-01-05,09:46,FC7000,2002-01-05
107,2002-01-05,13:16,FC7000,2002-01-05
108,2002-01-05,18:40,FC7000,2002-01-05
109,2016-07-26,14:25,FC7001,2016-07-26
110,2016-07-26,09:40,FC7001,2016-07-26
111,2016-07-26,11:41,FC7001,2016-07-26
112,1991-01-31,09:54,FC7002,1991-01-31
113,1991-01-31,23:41,FC7002,1991-01-31
114,1991-01-31,08:02,FC7002,1991-01-31
115,2005-01-25,01:54,FC7003,2005-01-25
116,2005-01-25,15:13,FC7003,2005-01-25
117,2005-01-25,00:28,FC7003,2005-01-25
118,1991-12-12,05:08,FC7004,1991-12-12
119,1991-12-12,21:22,FC7004,1991-12-12
120,1991-12-12,12:10,FC7004,1991-12-12
121,2003-02-17,02:16,FC8000,2003-02-17
122,2003-02-17,03:28,FC8000,2003-02-17
123,2003-02-17,03:34,FC8000,2003-02-17
124,2004-08-03,22:28,FC8001,2004-08-03
125,2004-08-03,02:59,FC8001,2004-08-03
126,2004-08-03,15:11,FC8001,2004-08-03
127,1993-10-12,22:13,FC8002,1993-10-12
128,1993-10-12,00:53,FC8002,1993-10-12
129,1993-10-12,15:13,FC8002,1993-10-12
130,2021-08-31,16:22,FC8003,2021-08-31
131,2021-08-31,23:40,FC8003,2021-08-31
132,2021-08-31,10:05,FC8003,2021-08-31
133,2021-08-07,03:32,FC8004,2021-08-07
134,2021-08-07,08:56,FC8004,2021-08-07
135,2021-08-07,14:12,FC8004,2021-08-07
136,2004-01-06,04:27,FC9000,2004-01-06
137,2004-01-06,15:12,FC9000,2004-01-06
138,2004-01-06,00:51,FC9000,2004-01-06
139,2014-07-16,09:06,FC9001,2014-07-16
140,2014-07-16,18:13,FC9001,2014-07-16
141,2014-07-16,08:33,FC9001,2014-07-16
142,2022-06-05,20:05,FC9002,2022-06-05
143,2022-06-05,19:02,FC9002,2022-06-05
144,2022-06-05,01:08,FC9002,2022-06-05
145,1993-04-07,06:43,FC9003,1993-04-07
146,1993-04-07,17:41,FC9003,1993-04-07
147,1993-04-07,00:56,FC9003,1993-04-07
148,2009-08-26,04:17,FC9004,2009-08-26
149,2009-08-26,11:16,FC9004,2009-08-26
150,2009-08-26,23:24,FC9004,2009-08-26
151,2000-09-17,04:14,FC10000,2000-09-17
152,2000-09-17,01:20,FC10000,2000-09-17
153,2000-09-17,04:25,FC10000,2000-09-17
154,2016-01-14,01:13,FC10001,2016-01-14
155,2016-01-14,11:13,FC10001,2016-01-14
156,2016-01-14,01:07,FC10001,2016-01-14
157,1998-11-30,19:12,FC10002,1998-11-30
158,1998-11-30,21:00,FC10002,1998-11-30
159,1998-11-30,16:21,FC10002,1998-11-30
160,2003-03-28,23:05,FC10003,2003-03-28
161,2003-03-28,19:56,FC10003,2003-03-28
162,2003-03-28,00:41,FC10003,2003-03-28
163,2008-01-04,11:24,FC10004,2008-01-04
164,2008-01-04,15:43,FC10004,2008-01-04
165,2008-01-04,23:09,FC10004,2008-01-04
166,2004-07-04,03:45,FC11000,2004-07-04
167,2004-07-04,11:49,FC11000,2004-07-04
168,2004-07-04,07:22,FC11000,2004-07-04
169,2014-02-05,12:32,FC11001,2014-02-05
170,2014-02-05,23:07,FC11001,2014-02-05
171,2014-02-05,15:46,FC11001,2014-02-05
172,2022-01-05,15:57,FC11002,2022-01-05
173,2022-01-05,20:13,FC11002,2022-01-05
174,2022-01-05,03:55,FC11002,2022-01-05
175,2010-05-26,00:43,FC11003,2010-05-26
176,2010-05-26,05:16,FC11003,2010-05-26
177,2010-05-26,08:26,FC11003,2010-05-26
178,2017-04-08,22:30,FC11004,2017-04-08
179,2017-04-08,07:14,FC11004,2017-04-08
180,2017-04-08,02:39,FC11004,2017-04-08
181,2013-01-17,17:12,FC12000,2013-01-17
182,2013-01-17,04:08,FC12000,2013-01-17
183,2013-01-17,16:30,FC12000,2013-01-17
184,2012-06-08,02:06,FC12001,2012-06-08
185,2012-06-08,12:49,FC12001,2012-06-08
186,2012-06-08,12:18,FC12001,2012-06-08
187,2001-04-25,07:19,FC12002,2001-04-25
188,2001-04-25,03:58,FC12002,2001-04-25
189,2001-04-25,15:20,FC12002,2001-04-25
190,2007-04-26,21:15,FC12003,2007-04-26
191,2007-04-26,08:45,FC12003,2007-04-26
192,2007-04-26,11:33,FC12003,2007-04-26
193,1999-11-17,03:52,FC12004,1999-11-17
194,1999-11-17,11:36,FC12004,1999-11-17
195,1999-11-17,22:09,FC12004,1999-11-17
196,2024-04-13,16:27,FC13000,2024-04-13
197,2024-04-13,05:09,FC13000,2024-04-13
198,2024-04-13,15:20,FC13000,2024-04-13
199,2006-01-26,15:14,FC13001,2006-01-26
200,2006-01-26,18:57,FC13001,2006-01-26
201,2006-01-26,00:21,FC13001,2006-01-26
202,2017-03-07,01:06,FC13002,2017-03-07
203,2017-03-07,20:00,FC13002,2017-03-07
204,2017-03-07,07:26,FC13002,2017-03-07
205,2021-04-28,08:01,FC13003,2021-04-28
206,2021-04-28,22:11,FC13003,2021-04-28
207,2021-04-28,19:02,FC13003,2021-04-28
208,2019-11-27,09:35,FC13004,2019-11-27
209,2019-11-27,11:41,FC13004,2019-11-27
210,2019-11-27,03:41,FC13004,2019-11-27
211,2018-02-19,07:08,FC14000,2018-02-19
212,2018-02-19,18:47,FC14000,2018-02-19
213,2018-02-19,09:47,FC14000,2018-02-19
214,2001-09-17,15:55,FC14001,2001-09-17
215,2001-09-17,13:02,FC14001,2001-09-17
216,2001-09-17,09:09,FC14001,2001-09-17
217,2017-02-24,11:52,FC14002,2017-02-24
218,2017-02-24,09:40,FC14002,2017-02-24
219,2017-02-24,23:59,FC14002,2017-02-24
220,2014-10-25,17:56,FC14003,2014-10-25
221,2014-10-25,23:29,FC14003,2014-10-25
222,2014-10-25,12:34,FC14003,2014-10-25
223,1994-12-30,05:08,FC14004,1994-12-30
224,1994-12-30,17:03,FC14004,1994-12-30
225,1994-12-30,23:49,FC14004,1994-12-30
226,2008-03-25,22:47,FC15000,2008-03-25
227,2008-03-25,11:44,FC15000,2008-03-25
228,2008-03-25,10:07,FC15000,2008-03-25
229,2019-05-12,09:09,FC15001,2019-05-12
230,2019-05-12,05:27,FC15001,2019-05-12
231,2019-05-12,13:41,FC15001,2019-05-12
232,2008-03-28,05:03,FC15002,2008-03-28
233,2008-03-28,12:40,FC15002,2008-03-28
234,2008-03-28,20:12,FC15002,2008-03-28
235,1998-09-04,19:34,FC15003,1998-09-04
236,1998-09-04,11:38,FC15003,1998-09-04
237,1998-09-04,02:44,FC15003,1998-09-04
238,2001-04-21,01:08,FC15004,2001-04-21
239,2001-04-21,14:32,FC15004,2001-04-21
240,2001-04-21,07:15,FC15004,2001-04-21
241,1990-07-19,14:47,FC16000,1990-07-19
242,1990-07-19,03:16,FC16000,1990-07-19
243,1990-07-19,06:16,FC16000,1990-07-19
244,2021-04-30,21:37,FC16001,2021-04-30
245,2021-04-30,14:09,FC16001,2021-04-30
246,2021-04-30,06:18,FC16001,2021-04-30
247,2001-12-12,16:43,FC16002,2001-12-12
248,2001-12-12,14:30,FC16002,2001-12-12
249,2001-12-12,06:10,FC16002,2001-12-12
250,2013-11-23,08:37,FC16003,2013-11-23
251,2013-11-23,03:41,FC16003,2013-11-23
252,2013-11-23,22:00,FC16003,2013-11-23
253,2000-10-20,23:40,FC16004,2000-10-20
254,2000-10-20,09:03,FC16004,2000-10-20
255,2000-10-20,19:14,FC16004,2000-10-20
256,2020-10-21,20:09,FC17000,2020-10-21
257,2020-10-21,18:16,FC17000,2020-10-21
258,2020-10-21,18:49,FC17000,2020-10-21
259,2012-05-16,18:36,FC17001,2012-05-16
260,2012-05-16,09:39,FC17001,2012-05-16
261,2012-05-16,06:10,FC17001,2012-05-16
262,2014-06-29,16:40,FC17002,2014-06-29
263,2014-06-29,09:32,FC17002,2014-06-29
264,2014-06-29,09:23,FC17002,2014-06-29
265,1996-11-14,00:13,FC17003,1996-11-14
266,1996-11-14,19:13,FC17003,1996-11-14
267,1996-11-14,02:23,FC17003,1996-11-14
268,2019-03-20,21:24,FC17004,2019-03-20
269,2019-03-20,22:40,FC17004,2019-03-20
270,2019-03-20,09:10,FC17004,2019-03-20
271,2002-04-06,01:32,FC18000,2002-04-06
272,2002-04-06,21:13,FC18000,2002-04-06
273,2002-04-06,15:36,FC18000,2002-04-06
274,1999-12-08,20:13,FC18001,1999-12-08
275,1999-12-08,02:29,FC18001,1999-12-08
276,1999-12-08,15:38,FC18001,1999-12-08
277,2005-10-18,10:41,FC18002,2005-10-18
278,2005-10-18,15:38,FC18002,2005-10-18
279,2005-10-18,16:38,FC18002,2005-10-18
280,2008-03-02,18:46,FC18003,2008-03-02
281,2008-03-02,12:17,FC18003,2008-03-02
282,2008-03-02,09:07,FC18003,2008-03-02
283,2022-02-22,01:04,FC18004,2022-02-22
284,2022-02-22,22:57,FC18004,2022-02-22
285,2022-02-22,13:00,FC18004,2022-02-22
286,2021-11-09,22:40,FC19000,2021-11-09
287,2021-11-09,00:24,FC19000,2021-11-09
288,2021-11-09,22:58,FC19000,2021-11-09
289,1996-10-14,12:01,FC19001,1996-10-14
290,1996-10-14,02:21,FC19001,1996-10-14
291,1996-10-14,17:23,FC19001,1996-10-14
292,2008-06-17,07:29,FC19002,2008-06-17
293,2008-06-17,02:39,FC19002,2008-06-17
294,2008-06-17,15:05,FC19002,2008-06-17
295,2017-02-04,11:41,FC19003,2017-02-04
296,2017-02-04,00:51,FC19003,2017-02-04
297,2017-02-04,04:22,FC19003,2017-02-04
298,2016-08-24,19:29,FC19004,2016-08-24
299,2016-08-24,07:21,FC19004,2016-08-24
300,2016-08-24,00:46,FC19004,2016-08-24
