FC179,2024-08-13,Source1,74.15,City6,Country1,WS15
FC180,2024-05-24,Source2,92.34,City6,Country1,WS15
FC181,2023-12-10,Source1,64.11,City6,Country1,WS15
FC182,2024-09-21,Source2,67.91,City6,Country1,WS15
FC183,2023-06-16,Source2,80.08,City6,Country1,WS15
FC184,2023-06-01,Source1,77.77,City6,Country1,WS15
FC185,2023-05-06,Source2,90.48,City6,Country1,WS15
FC186,2023-09-28,Source0,50.13,City6,Country1,WS15
FC187,2023-12-08,Source0,67.89,City6,Country1,WS15
FC188,2024-09-17,Source1,50.51,City6,Country1,WS15
FC189,2024-08-18,Source1,71.87,City6,Country1,WS15
FC190,2024-08-17,Source0,81.86,City6,Country1,WS15
FC191,2023-12-26,Source2,79.21,City6,Country1,WS15
FC192,2023-10-09,Source2,71.29,City7,Country2,WS16
FC193,2024-01-11,Source1,87.35,City7,Country2,WS16
FC194,2024-05-31,Source0,53.84,City7,Country2,WS16
FC195,2023-01-13,Source2,69.01,City7,Country2,WS16
FC196,2023-03-24,Source1,98.34,City7,Country2,WS16
FC197,2023-11-11,Source0,57.82,City7,Country2,WS16
FC198,2024-10-04,Source2,73.23,City7,Country2,WS16
FC199,2024-11-05,Source0,56.35,City7,Country2,WS16
FC200,2024-05-12,Source0,86.75,City7,Country2,WS16
FC201,2024-08-16,Source1,51.49,City7,Country2,WS16
FC202,2023-01-20,Source1,97.67,City7,Country2,WS16
FC203,2023-01-16,Source1,50.49,City7,Country2,WS16
FC204,2023-07-28,Source0,75.96,City7,Country2,WS16
FC205,2023-07-22,Source1,78.16,City7,Country2,WS16
FC206,2024-05-22,Source0,63.13,City7,Country2,WS16
FC207,2024-12-24,Source2,59.06,City7,Country2,WS16
FC208,2023-04-24,Source0,54.39,City7,Country2,WS16
FC209,2023-09-26,Source0,69.62,City8,Country3,WS17
FC210,2024-08-17,Source2,91.85,City8,Country3,WS17
FC211,2023-08-20,Source0,98.71,City8,Country3,WS17
FC212,2023-10-09,Source2,95.98,City8,Country3,WS17
FC213,2023-04-30,Source2,81.51,City8,Country3,WS17
FC214,2024-07-18,Source1,67.98,City8,Country3,WS17
FC215,2024-07-06,Source1,89.39,City8,Country3,WS17
FC216,2023-05-21,Source2,95.33,City8,Country3,WS17
FC217,2023-03-03,Source0,61.54,City8,Country3,WS17
FC218,2024-03-16,Source1,55.51,City8,Country3,WS17
FC219,2023-01-14,Source1,94.9,City8,Country3,WS17
FC220,2024-12-12,Source2,73.94,City8,Country3,WS17
FC221,2023-06-18,Source0,95.39,City8,Country3,WS17
FC222,2023-04-10,Source1,79.94,City8,Country3,WS18
FC223,2023-10-24,Source2,54.36,City8,Country3,WS18
FC224,2023-09-26,Source1,59.81,City8,Country3,WS18
FC225,2023-03-18,Source1,52.5,City8,Country3,WS18
FC226,2024-06-15,Source1,81.69,City8,Country3,WS18
FC227,2024-08-08,Source0,56.54,City8,Country3,WS18
FC228,2023-01-02,Source1,95.69,City8,Country3,WS18
FC229,2024-03-19,Source2,95.0,City8,Country3,WS18
FC230,2024-02-09,Source1,88.15,City8,Country3,WS18
FC231,2024-10-25,Source0,51.99,City8,Country3,WS18
FC232,2024-03-17,Source1,88.51,City8,Country3,WS18
FC233,2024-09-11,Source2,67.69,City8,Country3,WS18
FC234,2023-12-18,Source1,92.8,City8,Country3,WS18
FC235,2023-05-24,Source2,64.44,City8,Country3,WS18
FC236,2024-06-12,Source0,61.55,City8,Country3,WS18
FC237,2024-02-06,Source2,96.31,City8,Country3,WS18
FC238,2023-01-16,Source0,66.07,City8,Country3,WS18
FC239,2023-10-15,Source2,57.5,City9,Country4,WS19
FC240,2024-04-18,Source1,81.16,City9,Country4,WS19
FC241,2023-04-19,Source0,74.51,City9,Country4,WS19
FC242,2024-07-31,Source2,84.89,City9,Country4,WS19
FC243,2023-11-07,Source0,87.74,City9,Country4,WS19
FC244,2023-01-17,Source2,92.11,City9,Country4,WS19
FC245,2023-04-05,Source0,79.91,City9,Country4,WS19
FC246,2024-05-02,Source1,95.58,City9,Country4,WS19
FC247,2024-01-31,Source0,97.07,City9,Country4,WS20
FC248,2024-12-02,Source0,94.51,City9,Country4,WS20
FC249,2024-11-17,Source1,92.21,City9,Country4,WS20
FC250,2023-03-29,Source0,85.18,City9,Country4,WS20
FC251,2024-05-03,Source1,51.63,City9,Country4,WS20
FC252,2023-04-26,Source1,86.99,City9,Country4,WS20
FC253,2024-05-21,Source0,58.15,City9,Country4,WS20
FC254,2023-02-17,Source2,79.68,City9,Country4,WS20
FC255,2023-08-13,Source1,81.32,City9,Country4,WS20
FC256,2023-12-31,Source0,99.86,City9,Country4,WS20
FC257,2024-03-19,Source0,60.25,City9,Country4,WS20
FC258,2024-07-09,Source0,73.51,City9,Country4,WS20
FC259,2024-04-04,Source2,81.87,City9,Country4,WS20
FC260,2024-10-22,Source2,90.66,City9,Country4,WS20
FC261,2023-02-17,Source1,68.46,City9,Country4,WS20
FC262,2023-04-16,Source0,72.47,City9,Country4,WS20
FC263,2024-09-21,Source0,56.03,City9,Country4,WS21
FC264,2023-03-07,Source1,74.38,City9,Country4,WS21
FC265,2024-03-13,Source2,68.08,City9,Country4,WS21
FC266,2024-12-27,Source0,69.43,City9,Country4,WS21
FC267,2024-12-25,Source0,89.27,City9,Country4,WS21
FC268,2023-01-08,Source0,88.51,City9,Country4,WS21
FC269,2024-06-22,Source2,95.93,City9,Country4,WS21
FC270,2024-03-22,Source1,88.03,City9,Country4,WS21
FC271,2023-09-10,Source1,70.91,City9,Country4,WS21
FC272,2023-10-31,Source2,91.07,City9,Country4,WS21
FC273,2023-07-13,Source2,82.36,City9,Country4,WS21
FC274,2024-03-12,Source0,77.05,City9,Country4,WS21
FC275,2023-12-01,Source0,55.63,City9,Country4,WS21
FC276,2023-04-03,Source0,69.18,City9,Country4,WS21
FC277,2024-09-26,Source0,87.39,City9,Country4,WS22
FC278,2024-07-16,Source1,70.04,City9,Country4,WS22
FC279,2023-08-09,Source2,54.22,City9,Country4,WS22
FC280,2024-08-31,Source1,58.4,City9,Country4,WS22
FC281,2024-07-07,Source1,86.63,City9,Country4,WS22
FC282,2023-11-01,Source0,73.51,City9,Country4,WS22
FC283,2023-12-26,Source2,94.51,City9,Country4,WS22
FC284,2023-09-27,Source1,98.45,City9,Country4,WS22
FC285,2024-03-19,Source0,61.79,City9,Country4,WS22
FC286,2023-06-15,Source1,92.01,City9,Country4,WS22
FC287,2023-06-07,Source0,80.26,City9,Country4,WS22
FC288,2023-10-04,Source0,57.85,City9,Country4,WS22
FC289,2024-05-19,Source0,60.71,City9,Country4,WS22
FC290,2024-04-07,Source1,81.57,City9,Country4,WS22
FC291,2024-12-12,Source0,55.57,City9,Country4,WS22
FC292,2024-09-30,Source1,84.51,City9,Country4,WS22
FC293,2024-09-15,Source1,97.29,City9,Country4,WS22
FC294,2024-07-19,Source2,92.9,City9,Country4,WS22
FC295,2024-11-12,Source0,81.22,City9,Country4,WS23
FC296,2024-03-03,Source0,62.54,City9,Country4,WS23
FC297,2023-04-03,Source2,99.57,City9,Country4,WS23
FC298,2024-11-23,Source2,92.72,City9,Country4,WS23
FC299,2024-10-22,Source0,73.85,City9,Country4,WS23
FC300,2024-01-10,Source2,95.04,City9,Country4,WS23
FC301,2023-01-28,Source2,70.12,City9,Country4,WS23
FC302,2023-01-27,Source2,61.87,City9,Country4,WS23
FC303,2023-11-03,Source0,91.92,City10,Country0,WS24
FC304,2024-03-13,Source0,86.8,City10,Country0,WS24
FC305,2024-09-10,Source1,61.65,City10,Country0,WS24
FC306,2024-01-19,Source0,71.11,City10,Country0,WS24
FC307,2024-02-02,Source1,66.44,City10,Country0,WS24
FC308,2023-01-13,Source2,97.63,City10,Country0,WS24
FC309,2023-12-12,Source1,68.43,City10,Country0,WS24
FC310,2024-12-26,Source0,56.32,City10,Country0,WS24
FC311,2023-12-24,Source2,58.89,City10,Country0,WS24
FC312,2024-03-25,Source1,92.16,City10,Country0,WS24
FC313,2024-03-12,Source1,71.81,City10,Country0,WS24
FC314,2024-09-18,Source2,56.54,City10,Country0,WS24
FC315,2023-07-20,Source1,94.0,City10,Country0,WS24
FC316,2024-03-07,Source2,67.58,City10,Country0,WS25
FC317,2024-05-19,Source2,75.56,City10,Country0,WS25
FC318,2024-01-02,Source2,70.63,City10,Country0,WS25
FC319,2024-12-03,Source2,81.39,City10,Country0,WS25
FC320,2024-08-24,Source1,57.29,City10,Country0,WS25
FC321,2024-09-09,Source1,83.14,City10,Country0,WS25
FC322,2023-09-04,Source2,66.27,City10,Country0,WS25
FC323,2023-08-24,Source0,78.31,City10,Country0,WS25
FC324,2023-10-03,Source0,70.32,City10,Country0,WS25
FC325,2024-08-19,Source1,64.83,City10,Country0,WS25
FC326,2024-12-01,Source0,57.88,City10,Country0,WS25
FC327,2024-03-05,Source1,86.51,City10,Country0,WS25
FC328,2023-04-06,Source1,63.3,City10,Country0,WS25
FC329,2024-04-10,Source2,89.17,City10,Country0,WS25
FC330,2023-04-04,Source1,53.53,City10,Country0,WS25
FC331,2024-09-08,Source1,82.87,City10,Country0,WS25
FC332,2023-08-15,Source2,99.2,City10,Country0,WS25
FC333,2024-08-03,Source2,71.52,City10,Country0,WS26
FC334,2024-06-08,Source0,89.83,City10,Country0,WS26
FC335,2023-04-03,Source2,60.0,City10,Country0,WS26
FC336,2023-10-06,Source0,80.59,City10,Country0,WS26
FC337,2023-07-24,Source1,80.86,City10,Country0,WS26
FC338,2023-08-19,Source2,99.54,City10,Country0,WS26
FC339,2024-10-30,Source1,92.21,City10,Country0,WS26
FC340,2024-02-10,Source2,82.35,City10,Country0,WS26
FC341,2023-08-25,Source0,85.41,City10,Country0,WS26
FC342,2023-04-28,Source0,62.64,City10,Country0,WS26
FC343,2024-05-25,Source2,52.76,City10,Country0,WS26
FC344,2024-04-29,Source0,66.09,City10,Country0,WS26
FC345,2023-06-24,Source0,96.2,City10,Country0,WS26
FC346,2024-08-21,Source0,64.94,City10,Country0,WS26
FC347,2024-12-28,Source0,87.28,City11,Country1,WS27
FC348,2023-04-21,Source0,51.54,City11,Country1,WS27
FC349,2024-07-29,Source1,92.01,City11,Country1,WS27
FC350,2024-08-04,Source1,53.37,City11,Country1,WS27
FC351,2023-03-25,Source0,96.23,City11,Country1,WS27
FC352,2024-11-30,Source2,79.3,City11,Country1,WS27
FC353,2023-05-22,Source2,79.58,City11,Country1,WS27
FC354,2023-10-06,Source0,73.96,City11,Country1,WS27
FC355,2024-02-21,Source2,54.41,City11,Country1,WS27
FC356,2024-11-03,Source1,97.75,City11,Country1,WS28
FC357,2024-05-09,Source0,98.75,City11,Country1,WS28
FC358,2024-12-22,Source0,94.72,City11,Country1,WS28
FC359,2024-11-06,Source0,50.92,City11,Country1,WS28
FC360,2024-06-23,Source0,57.94,City11,Country1,WS28
FC361,2023-01-19,Source0,68.11,City11,Country1,WS28
FC362,2024-04-13,Source0,87.57,City11,Country1,WS28
FC363,2023-01-30,Source1,77.82,City11,Country1,WS28
FC364,2024-12-17,Source2,92.33,City11,Country1,WS28
FC365,2023-06-04,Source0,95.86,City11,Country1,WS28
FC366,2024-06-16,Source1,73.97,City11,Country1,WS28
FC367,2024-10-19,Source0,61.02,City11,Country1,WS29
FC368,2024-12-25,Source2,89.53,City12,Country2,WS30
FC369,2024-08-16,Source1,64.31,City12,Country2,WS30
FC370,2024-12-29,Source1,66.07,City12,Country2,WS30
FC371,2024-08-27,Source2,87.74,City12,Country2,WS30
FC372,2024-04-06,Source0,76.86,City12,Country2,WS30
FC373,2023-01-30,Source1,67.66,City12,Country2,WS31
FC374,2023-08-15,Source1,98.01,City12,Country2,WS31
FC375,2023-08-03,Source2,92.1,City12,Country2,WS31
FC376,2023-07-17,Source1,98.87,City12,Country2,WS31
FC377,2024-04-30,Source2,63.32,City12,Country2,WS31
FC378,2023-09-26,Source1,82.25,City12,Country2,WS31
FC379,2024-10-08,Source1,83.25,City12,Country2,WS31
FC380,2023-12-15,Source0,64.97,City12,Country2,WS31
FC381,2024-11-28,Source1,73.16,City12,Country2,WS31
FC382,2024-07-17,Source0,71.89,City12,Country2,WS31
FC383,2023-12-30,Source2,80.2,City13,Country3,WS32
FC384,2023-07-07,Source0,99.65,City13,Country3,WS32
FC385,2024-08-11,Source1,70.13,City13,Country3,WS32
FC386,2023-06-18,Source2,54.57,City13,Country3,WS32
FC387,2023-07-25,Source2,81.31,City13,Country3,WS32
FC388,2024-06-30,Source1,79.32,City13,Country3,WS32
FC389,2023-09-13,Source0,91.0,City13,Country3,WS32
FC390,2023-01-14,Source0,82.03,City13,Country3,WS32
FC391,2024-03-30,Source0,88.65,City13,Country3,WS32
FC392,2024-12-21,Source0,58.97,City14,Country4,WS33
FC393,2023-12-24,Source2,80.57,City14,Country4,WS33
FC394,2024-03-31,Source0,63.33,City14,Country4,WS33
FC395,2024-08-31,Source0,59.26,City14,Country4,WS33
FC396,2024-06-18,Source1,94.7,City14,Country4,WS33
FC397,2023-03-18,Source0,68.27,City14,Country4,WS33
FC398,2023-01-15,Source0,59.49,City14,Country4,WS33
FC399,2023-02-16,Source1,68.0,City14,Country4,WS33
FC400,2023-11-11,Source0,53.94,City14,Country4,WS33
FC401,2024-06-27,Source2,75.6,City14,Country4,WS33
FC402,2023-06-20,Source0,83.22,City14,Country4,WS33
FC403,2024-10-22,Source2,57.46,City14,Country4,WS33
FC404,2024-12-21,Source2,52.34,City14,Country4,WS33
FC405,2024-05-19,Source0,65.26,City15,Country0,WS34
FC406,2024-09-16,Source1,85.98,City15,Country0,WS34
FC407,2023-10-19,Source2,97.72,City15,Country0,WS34
FC408,2024-09-15,Source0,99.42,City15,Country0,WS34
FC409,2023-03-29,Source0,95.55,City15,Country0,WS34
FC410,2023-04-29,Source2,75.98,City15,Country0,WS34
FC411,2023-06-26,Source1,64.64,City15,Country0,WS34
FC412,2023-11-19,Source2,60.61,City15,Country0,WS34
FC413,2024-12-03,Source1,81.85,City15,Country0,WS34
FC414,2024-02-04,Source0,65.44,City15,Country0,WS34
FC415,2024-08-17,Source0,94.86,City15,Country0,WS34
FC416,2024-06-02,Source2,77.85,City16,Country1,WS35
FC417,2024-05-07,Source0,74.3,City16,Country1,WS35
FC418,2023-02-06,Source2,79.83,City16,Country1,WS35
FC419,2023-06-25,Source1,72.37,City16,Country1,WS35
FC420,2024-09-03,Source2,84.33,City16,Country1,WS35
FC421,2024-03-06,Source2,66.23,City16,Country1,WS35
FC422,2024-11-22,Source2,85.78,City16,Country1,WS35
FC423,2023-08-14,Source1,63.99,City16,Country1,WS35
FC424,2023-03-06,Source0,61.5,City16,Country1,WS35
FC425,2023-09-04,Source2,59.14,City16,Country1,WS35
FC426,2023-08-01,Source1,95.58,City16,Country1,WS36
FC427,2023-08-02,Source0,90.82,City16,Country1,WS36
FC428,2024-09-23,Source1,61.56,City16,Country1,WS36
FC429,2023-04-10,Source0,51.91,City16,Country1,WS36
FC430,2023-11-06,Source2,88.4,City16,Country1,WS36
FC431,2023-10-01,Source0,87.05,City16,Country1,WS36
FC432,2024-03-10,Source0,51.77,City16,Country1,WS36
FC433,2024-01-03,Source0,87.32,City16,Country1,WS36
FC434,2024-08-21,Source0,61.2,City16,Country1,WS36
FC435,2024-01-31,Source2,55.48,City16,Country1,WS36
FC436,2023-08-06,Source0,59.72,City16,Country1,WS36
FC437,2023-11-02,Source0,83.87,City16,Country1,WS36
FC438,2024-07-14,Source1,87.15,City16,Country1,WS36
FC439,2023-09-19,Source2,76.74,City16,Country1,WS36
FC440,2024-03-13,Source1,92.0,City16,Country1,WS36
FC441,2023-04-24,Source1,52.83,City16,Country1,WS36
FC442,2023-12-13,Source2,79.65,City16,Country1,WS36
FC443,2024-09-03,Source0,67.11,City16,Country1,WS36
FC444,2023-01-16,Source1,79.84,City16,Country1,WS37
FC445,2023-11-14,Source0,84.67,City16,Country1,WS37
FC446,2024-06-23,Source1,95.59,City16,Country1,WS37
FC447,2023-02-17,Source0,63.29,City16,Country1,WS37
FC448,2024-11-11,Source2,54.6,City16,Country1,WS37
FC449,2023-08-17,Source0,57.22,City16,Country1,WS37
FC450,2023-09-08,Source0,69.9,City16,Country1,WS37
FC451,2024-02-26,Source2,56.03,City16,Country1,WS37
FC452,2024-06-04,Source2,81.05,City16,Country1,WS37
FC453,2024-03-26,Source0,55.67,City16,Country1,WS37
FC454,2023-10-03,Source0,94.79,City16,Country1,WS37
FC455,2024-06-10,Source0,73.17,City16,Country1,WS37
FC456,2023-12-14,Source2,91.0,City16,Country1,WS37
FC457,2023-07-02,Source1,74.4,City16,Country1,WS38
FC458,2024-07-24,Source0,92.04,City16,Country1,WS38
FC459,2023-07-17,Source2,65.08,City16,Country1,WS38
FC460,2024-11-26,Source2,53.18,City17,Country2,WS39
FC461,2023-08-04,Source2,53.91,City17,Country2,WS39
FC462,2023-02-24,Source0,72.85,City17,Country2,WS39
FC463,2023-10-27,Source2,55.28,City17,Country2,WS39
FC464,2024-10-07,Source2,83.69,City17,Country2,WS39
FC465,2023-07-26,Source0,84.31,City17,Country2,WS39
